"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","NY Yankees","BOS Red Sox","Marwin Gonzalez Doubles","Over","0.5","+500","NY Yankees - BOS Red Sox"
"2","NY Yankees","BOS Red Sox","Marwin Gonzalez Doubles","Under","0.5","-900","NY Yankees - BOS Red Sox"
"3","NY Yankees","BOS Red Sox","Runs - 1st Inning","Over","0.5","+105","NY Yankees - BOS Red Sox"
"4","NY Yankees","BOS Red Sox","Runs - 1st Inning","Under","0.5","-140","NY Yankees - BOS Red Sox"
"5","NY Yankees","BOS Red Sox","Runs - 1st Inning","Over","1.5","+280","NY Yankees - BOS Red Sox"
"6","NY Yankees","BOS Red Sox","Runs - 1st Inning","Under","1.5","-400","NY Yankees - BOS Red Sox"
"7","NY Yankees","BOS Red Sox","Tommy Pham Total Bases","Over","0.5","-140","NY Yankees - BOS Red Sox"
"8","NY Yankees","BOS Red Sox","Tommy Pham Total Bases","Under","0.5","+105","NY Yankees - BOS Red Sox"
"9","NY Yankees","BOS Red Sox","Josh Donaldson Total Bases","Over","1.5","+135","NY Yankees - BOS Red Sox"
"10","NY Yankees","BOS Red Sox","Josh Donaldson Total Bases","Under","1.5","-175","NY Yankees - BOS Red Sox"
"11","NY Yankees","BOS Red Sox","Rafael Devers RBIs","Over","0.5","+190","NY Yankees - BOS Red Sox"
"12","NY Yankees","BOS Red Sox","Rafael Devers RBIs","Under","0.5","-265","NY Yankees - BOS Red Sox"
"13","NY Yankees","BOS Red Sox","Total Hits","Over","15.5","+100","NY Yankees - BOS Red Sox"
"14","NY Yankees","BOS Red Sox","Total Hits","Under","15.5","-130","NY Yankees - BOS Red Sox"
"15","NY Yankees","BOS Red Sox","BOS Red Sox: Team Total Runs","Over","2.5","-125","NY Yankees - BOS Red Sox"
"16","NY Yankees","BOS Red Sox","BOS Red Sox: Team Total Runs","Under","2.5","-105","NY Yankees - BOS Red Sox"
"17","NY Yankees","BOS Red Sox","Rafael Devers Singles","Over","0.5","+135","NY Yankees - BOS Red Sox"
"18","NY Yankees","BOS Red Sox","Rafael Devers Singles","Under","0.5","-185","NY Yankees - BOS Red Sox"
"19","NY Yankees","BOS Red Sox","Isiah Kiner-Falefa Total Bases","Over","0.5","-215","NY Yankees - BOS Red Sox"
"20","NY Yankees","BOS Red Sox","Isiah Kiner-Falefa Total Bases","Under","0.5","+160","NY Yankees - BOS Red Sox"
"21","NY Yankees","BOS Red Sox","Jose Trevino RBIs","Over","0.5","+225","NY Yankees - BOS Red Sox"
"22","NY Yankees","BOS Red Sox","Jose Trevino RBIs","Under","0.5","-320","NY Yankees - BOS Red Sox"
"23","NY Yankees","BOS Red Sox","Josh Donaldson Hits","Over","0.5","-200","NY Yankees - BOS Red Sox"
