"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","KC Royals","SEA Mariners","Kyle Isbel Runs","Over","0.5","+195","KC Royals - SEA Mariners"
"2","KC Royals","SEA Mariners","Kyle Isbel Runs","Under","0.5","-270","KC Royals - SEA Mariners"
"3","KC Royals","SEA Mariners","Winning Margin","To Win By 1 Run",NA,"+600","KC Royals - SEA Mariners"
"4","KC Royals","SEA Mariners","Winning Margin","To Win By 2 Runs",NA,"+700","KC Royals - SEA Mariners"
"5","KC Royals","SEA Mariners","Winning Margin","To Win By 3 Runs",NA,"+900","KC Royals - SEA Mariners"
"6","KC Royals","SEA Mariners","Winning Margin","To Win By 4 Runs Or More",NA,"+215","KC Royals - SEA Mariners"
"7","KC Royals","SEA Mariners","Winning Margin","To Win By 1 Run",NA,"+500","KC Royals - SEA Mariners"
"8","KC Royals","SEA Mariners","Winning Margin","To Win By 2 Runs",NA,"+900","KC Royals - SEA Mariners"
"9","KC Royals","SEA Mariners","Winning Margin","To Win By 3 Runs",NA,"+1400","KC Royals - SEA Mariners"
"10","KC Royals","SEA Mariners","Winning Margin","To Win By 4 Runs Or More",NA,"+800","KC Royals - SEA Mariners"
"11","KC Royals","SEA Mariners","Will Kris Bubic Record a Win?","Yes",NA,"+370","KC Royals - SEA Mariners"
"12","KC Royals","SEA Mariners","Will Kris Bubic Record a Win?","No",NA,"-600","KC Royals - SEA Mariners"
"13","KC Royals","SEA Mariners","Michael A. Taylor Runs","Over","0.5","+200","KC Royals - SEA Mariners"
"14","KC Royals","SEA Mariners","Michael A. Taylor Runs","Under","0.5","-280","KC Royals - SEA Mariners"
"15","KC Royals","SEA Mariners","Ty France Singles","Over","0.5","-185","KC Royals - SEA Mariners"
"16","KC Royals","SEA Mariners","Ty France Singles","Under","0.5","+140","KC Royals - SEA Mariners"
"17","KC Royals","SEA Mariners","Race to 7 Runs","SEA Mariners",NA,"+230","KC Royals - SEA Mariners"
"18","KC Royals","SEA Mariners","Race to 7 Runs","Neither",NA,"-195","KC Royals - SEA Mariners"
"19","KC Royals","SEA Mariners","Race to 7 Runs","KC Royals",NA,"+700","KC Royals - SEA Mariners"
"20","KC Royals","SEA Mariners","Bobby Witt Jr. Hits","Over","0.5","-230","KC Royals - SEA Mariners"
"21","KC Royals","SEA Mariners","Bobby Witt Jr. Hits","Under","0.5","+170","KC Royals - SEA Mariners"
"22","KC Royals","SEA Mariners","Drew Waters Runs","Over","0.5","+225","KC Royals - SEA Mariners"
"23","KC Royals","SEA Mariners","Drew Waters Runs","Under","0.5","-320","KC Royals - SEA Mariners"
"24","KC Royals","SEA Mariners","Kris Bubic Outs","Over","14.5","-140","KC Royals - SEA Mariners"
