"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","NY Mets","SD Padres","Blake Snell Walks Allowed","Over","2.5","+160","NY Mets - SD Padres"
"2","NY Mets","SD Padres","Blake Snell Walks Allowed","Under","2.5","-215","NY Mets - SD Padres"
"3","NY Mets","SD Padres","Josh Bell to hit 1st Home Run?","Yes",NA,"+1400","NY Mets - SD Padres"
"4","NY Mets","SD Padres","Josh Bell to hit 1st Home Run?","No",NA,"-5000","NY Mets - SD Padres"
"5","NY Mets","SD Padres","Ha-Seong Kim Singles","Over","0.5","+140","NY Mets - SD Padres"
"6","NY Mets","SD Padres","Ha-Seong Kim Singles","Under","0.5","-190","NY Mets - SD Padres"
"7","NY Mets","SD Padres","Top of 1st – Total Hits","0",NA,"-135","NY Mets - SD Padres"
"8","NY Mets","SD Padres","Top of 1st – Total Hits","1",NA,"+225","NY Mets - SD Padres"
"9","NY Mets","SD Padres","Top of 1st – Total Hits","2",NA,"+700","NY Mets - SD Padres"
"10","NY Mets","SD Padres","Top of 1st – Total Hits","3+",NA,"+1400","NY Mets - SD Padres"
"11","NY Mets","SD Padres","Starling Marte RBIs","Over","0.5","+295","NY Mets - SD Padres"
"12","NY Mets","SD Padres","Starling Marte RBIs","Under","0.5","-450","NY Mets - SD Padres"
"13","NY Mets","SD Padres","Austin Nola Hits + Runs + RBIs","Over","0.5","-115","NY Mets - SD Padres"
"14","NY Mets","SD Padres","Austin Nola Hits + Runs + RBIs","Under","0.5","-115","NY Mets - SD Padres"
"15","NY Mets","SD Padres","Jeff McNeil Walks","Over","0.5","+275","NY Mets - SD Padres"
"16","NY Mets","SD Padres","Jeff McNeil Walks","Under","0.5","-400","NY Mets - SD Padres"
"17","NY Mets","SD Padres","Darin Ruf Strikeouts","Over","0.5","-300","NY Mets - SD Padres"
"18","NY Mets","SD Padres","Darin Ruf Strikeouts","Under","0.5","+215","NY Mets - SD Padres"
"19","NY Mets","SD Padres","Brandon Drury Total Bases","Over","0.5","-120","NY Mets - SD Padres"
"20","NY Mets","SD Padres","Brandon Drury Total Bases","Under","0.5","-110","NY Mets - SD Padres"
"21","NY Mets","SD Padres","Race to 6 Runs","SD Padres",NA,"+650","NY Mets - SD Padres"
"22","NY Mets","SD Padres","Race to 6 Runs","Neither",NA,"-340","NY Mets - SD Padres"
"23","NY Mets","SD Padres","Race to 6 Runs","NY Mets",NA,"+450","NY Mets - SD Padres"
"24","NY Mets","SD Padres","Jeff McNeil Runs","Over","0.5","+220","NY Mets - SD Padres"
"25","NY Mets","SD Padres","Jeff McNeil Runs","Under","0.5","-310","NY Mets - SD Padres"
"26","NY Mets","SD Padres","Darin Ruf Singles","Over","0.5","+215","NY Mets - SD Padres"
"27","NY Mets","SD Padres","Darin Ruf Singles","Under","0.5","-310","NY Mets - SD Padres"
"28","NY Mets","SD Padres","Eduardo Escobar Total Bases","Over","0.5","-135","NY Mets - SD Padres"
"29","NY Mets","SD Padres","Eduardo Escobar Total Bases","Under","0.5","+100","NY Mets - SD Padres"
"30","NY Mets","SD Padres","Starling Marte Home Runs","Over","0.5","+750","NY Mets - SD Padres"
"31","NY Mets","SD Padres","Starling Marte Home Runs","Under","0.5","-2000","NY Mets - SD Padres"
"32","NY Mets","SD Padres","Eduardo Escobar Home Runs","Over","0.5","+550","NY Mets - SD Padres"
