"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","PHI Phillies","MIA Marlins","Race to 3 Runs","MIA Marlins","+125",NA,"PHI Phillies - MIA Marlins"
"2","PHI Phillies","MIA Marlins","Race to 3 Runs","Neither","+750",NA,"PHI Phillies - MIA Marlins"
"3","PHI Phillies","MIA Marlins","Race to 3 Runs","PHI Phillies","-115",NA,"PHI Phillies - MIA Marlins"
"4","PHI Phillies","MIA Marlins","Jacob Stallings Singles","Over","+125","0.5","PHI Phillies - MIA Marlins"
"5","PHI Phillies","MIA Marlins","Jacob Stallings Singles","Under","-165","0.5","PHI Phillies - MIA Marlins"
"6","PHI Phillies","MIA Marlins","Charles LeBlanc Doubles","Over","+390","0.5","PHI Phillies - MIA Marlins"
"7","PHI Phillies","MIA Marlins","Charles LeBlanc Doubles","Under","-650","0.5","PHI Phillies - MIA Marlins"
"8","PHI Phillies","MIA Marlins","Bryce Harper Hits","Over","-190","0.5","PHI Phillies - MIA Marlins"
"9","PHI Phillies","MIA Marlins","Bryce Harper Hits","Under","+140","0.5","PHI Phillies - MIA Marlins"
"10","PHI Phillies","MIA Marlins","Edmundo Sosa Home Runs","Over","+800","0.5","PHI Phillies - MIA Marlins"
"11","PHI Phillies","MIA Marlins","Edmundo Sosa Home Runs","Under","-2500","0.5","PHI Phillies - MIA Marlins"
"12","PHI Phillies","MIA Marlins","Jacob Stallings Total Bases","Over","-160","0.5","PHI Phillies - MIA Marlins"
"13","PHI Phillies","MIA Marlins","Jacob Stallings Total Bases","Under","+120","0.5","PHI Phillies - MIA Marlins"
"14","PHI Phillies","MIA Marlins","Avisail Garcia Doubles","Over","+400","0.5","PHI Phillies - MIA Marlins"
"15","PHI Phillies","MIA Marlins","Avisail Garcia Doubles","Under","-700","0.5","PHI Phillies - MIA Marlins"
"16","PHI Phillies","MIA Marlins","Trevor Rogers Earned Runs Allowed","Over","+110","2.5","PHI Phillies - MIA Marlins"
"17","PHI Phillies","MIA Marlins","Trevor Rogers Earned Runs Allowed","Under","-145","2.5","PHI Phillies - MIA Marlins"
"18","PHI Phillies","MIA Marlins","Kyle Schwarber Doubles","Over","+500","0.5","PHI Phillies - MIA Marlins"
"19","PHI Phillies","MIA Marlins","Kyle Schwarber Doubles","Under","-900","0.5","PHI Phillies - MIA Marlins"
"20","PHI Phillies","MIA Marlins","Rhys Hoskins Home Runs","Over","+265","0.5","PHI Phillies - MIA Marlins"
"21","PHI Phillies","MIA Marlins","Rhys Hoskins Home Runs","Under","-390","0.5","PHI Phillies - MIA Marlins"
