"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","NY Yankees","CLE Guardians","Harrison Bader Doubles","Over","0.5","+550","NY Yankees - CLE Guardians"
"2","NY Yankees","CLE Guardians","Harrison Bader Doubles","Under","0.5","-1100","NY Yankees - CLE Guardians"
"3","NY Yankees","CLE Guardians","Anthony Rizzo Hits + Runs + RBIs","Over","1.5","+110","NY Yankees - CLE Guardians"
"4","NY Yankees","CLE Guardians","Anthony Rizzo Hits + Runs + RBIs","Under","1.5","-145","NY Yankees - CLE Guardians"
"5","NY Yankees","CLE Guardians","Andres Gimenez to hit 1st Home Run?","Yes",NA,"+1800","NY Yankees - CLE Guardians"
"6","NY Yankees","CLE Guardians","Andres Gimenez to hit 1st Home Run?","No",NA,"-20000","NY Yankees - CLE Guardians"
"7","NY Yankees","CLE Guardians","Austin Hedges Hits + Runs + RBIs","Over","0.5","-105","NY Yankees - CLE Guardians"
"8","NY Yankees","CLE Guardians","Austin Hedges Hits + Runs + RBIs","Under","0.5","-125","NY Yankees - CLE Guardians"
"9","NY Yankees","CLE Guardians","Myles Straw Singles","Over","0.5","+110","NY Yankees - CLE Guardians"
"10","NY Yankees","CLE Guardians","Myles Straw Singles","Under","0.5","-145","NY Yankees - CLE Guardians"
"11","NY Yankees","CLE Guardians","Amed Rosario Home Runs","Over","0.5","+1100","NY Yankees - CLE Guardians"
"12","NY Yankees","CLE Guardians","Amed Rosario Home Runs","Under","0.5","-8000","NY Yankees - CLE Guardians"
"13","NY Yankees","CLE Guardians","Amed Rosario to hit 1st Home Run?","Yes",NA,"+2000","NY Yankees - CLE Guardians"
"14","NY Yankees","CLE Guardians","Oscar Gonzalez Singles","Over","0.5","-130","NY Yankees - CLE Guardians"
"15","NY Yankees","CLE Guardians","Oscar Gonzalez Singles","Under","0.5","+100","NY Yankees - CLE Guardians"
"16","NY Yankees","CLE Guardians","Jose Ramirez Total Bases","Over","1.5","+150","NY Yankees - CLE Guardians"
"17","NY Yankees","CLE Guardians","Jose Ramirez Total Bases","Under","1.5","-200","NY Yankees - CLE Guardians"
"18","NY Yankees","CLE Guardians","Team To Win Most Innings","CLE Guardians",NA,"+145","NY Yankees - CLE Guardians"
"19","NY Yankees","CLE Guardians","Team To Win Most Innings","NY Yankees",NA,"-195","NY Yankees - CLE Guardians"
"20","NY Yankees","CLE Guardians","Aaron Judge Doubles","Over","0.5","+425","NY Yankees - CLE Guardians"
"21","NY Yankees","CLE Guardians","Aaron Judge Doubles","Under","0.5","-700","NY Yankees - CLE Guardians"
"22","NY Yankees","CLE Guardians","Myles Straw Total Bases","Over","0.5","-125","NY Yankees - CLE Guardians"
"23","NY Yankees","CLE Guardians","Myles Straw Total Bases","Under","0.5","-105","NY Yankees - CLE Guardians"
"24","NY Yankees","CLE Guardians","Amed Rosario Hits + Runs + RBIs","Over","1.5","+100","NY Yankees - CLE Guardians"
"25","NY Yankees","CLE Guardians","Amed Rosario Hits + Runs + RBIs","Under","1.5","-130","NY Yankees - CLE Guardians"
"26","NY Yankees","CLE Guardians","Isiah Kiner-Falefa Doubles","Over","0.5","+600","NY Yankees - CLE Guardians"
"27","NY Yankees","CLE Guardians","Isiah Kiner-Falefa Doubles","Under","0.5","-1200","NY Yankees - CLE Guardians"
"28","NY Yankees","CLE Guardians","Jose Trevino Runs","Over","0.5","+200","NY Yankees - CLE Guardians"
"29","NY Yankees","CLE Guardians","Jose Trevino Runs","Under","0.5","-285","NY Yankees - CLE Guardians"
"30","NY Yankees","CLE Guardians","Andres Gimenez RBIs","Over","0.5","+330","NY Yankees - CLE Guardians"
"31","NY Yankees","CLE Guardians","Andres Gimenez RBIs","Under","0.5","-525","NY Yankees - CLE Guardians"
"32","NY Yankees","CLE Guardians","Oswaldo Cabrera Total Bases","Over","0.5","-130","NY Yankees - CLE Guardians"
"33","NY Yankees","CLE Guardians","Oswaldo Cabrera Total Bases","Under","0.5","+100","NY Yankees - CLE Guardians"
"34","NY Yankees","CLE Guardians","Jose Trevino Hits + Runs + RBIs","Over","1.5","+120","NY Yankees - CLE Guardians"
"35","NY Yankees","CLE Guardians","Jose Trevino Hits + Runs + RBIs","Under","1.5","-160","NY Yankees - CLE Guardians"
"36","NY Yankees","CLE Guardians","Myles Straw Stolen Bases","Over","0.5","+500","NY Yankees - CLE Guardians"
"37","NY Yankees","CLE Guardians","Myles Straw Stolen Bases","Under","0.5","-1000","NY Yankees - CLE Guardians"
"38","NY Yankees","CLE Guardians","Steven Kwan Hits + Runs + RBIs","Over","1.5","+120","NY Yankees - CLE Guardians"
"39","NY Yankees","CLE Guardians","Steven Kwan Hits + Runs + RBIs","Under","1.5","-160","NY Yankees - CLE Guardians"
"40","NY Yankees","CLE Guardians","Josh Naylor Total Bases","Over","0.5","-145","NY Yankees - CLE Guardians"
"41","NY Yankees","CLE Guardians","Josh Naylor Total Bases","Under","0.5","+110","NY Yankees - CLE Guardians"
"42","NY Yankees","CLE Guardians","Aaron Judge RBIs","Over","0.5","+135","NY Yankees - CLE Guardians"
"43","NY Yankees","CLE Guardians","Aaron Judge RBIs","Under","0.5","-185","NY Yankees - CLE Guardians"
"44","NY Yankees","CLE Guardians","Myles Straw Strikeouts","Over","0.5","-130","NY Yankees - CLE Guardians"
"45","NY Yankees","CLE Guardians","Myles Straw Strikeouts","Under","0.5","-105","NY Yankees - CLE Guardians"
"46","NY Yankees","CLE Guardians","Giancarlo Stanton RBIs","Over","0.5","+165","NY Yankees - CLE Guardians"
"47","NY Yankees","CLE Guardians","Giancarlo Stanton RBIs","Under","0.5","-225","NY Yankees - CLE Guardians"
"48","NY Yankees","CLE Guardians","Aaron Judge Walks","Over","0.5","-120","NY Yankees - CLE Guardians"
"49","NY Yankees","CLE Guardians","Aaron Judge Walks","Under","0.5","-110","NY Yankees - CLE Guardians"
"50","NY Yankees","CLE Guardians","Will Brennan Singles","Over","0.5","+130","NY Yankees - CLE Guardians"
"51","NY Yankees","CLE Guardians","Will Brennan Singles","Under","0.5","-175","NY Yankees - CLE Guardians"
"52","NY Yankees","CLE Guardians","Winning Margin","To Win By 1 Run",NA,"+700","NY Yankees - CLE Guardians"
"53","NY Yankees","CLE Guardians","Winning Margin","To Win By 2 Runs",NA,"+950","NY Yankees - CLE Guardians"
"54","NY Yankees","CLE Guardians","Winning Margin","To Win By 3 Runs",NA,"+1400","NY Yankees - CLE Guardians"
"55","NY Yankees","CLE Guardians","Winning Margin","To Win By 4 Runs Or More",NA,"+800","NY Yankees - CLE Guardians"
"56","NY Yankees","CLE Guardians","Winning Margin","To Win By 1 Run",NA,"+360","NY Yankees - CLE Guardians"
"57","NY Yankees","CLE Guardians","Winning Margin","To Win By 2 Runs",NA,"+550","NY Yankees - CLE Guardians"
"58","NY Yankees","CLE Guardians","Winning Margin","To Win By 3 Runs",NA,"+850","NY Yankees - CLE Guardians"
"59","NY Yankees","CLE Guardians","Winning Margin","To Win By 4 Runs Or More",NA,"+310","NY Yankees - CLE Guardians"
"60","NY Yankees","CLE Guardians","Giancarlo Stanton Hits + Runs + RBIs","Over","1.5","+100","NY Yankees - CLE Guardians"
"61","NY Yankees","CLE Guardians","Giancarlo Stanton Hits + Runs + RBIs","Under","1.5","-130","NY Yankees - CLE Guardians"
"62","NY Yankees","CLE Guardians","Jose Trevino RBIs","Over","0.5","+230","NY Yankees - CLE Guardians"
"63","NY Yankees","CLE Guardians","Jose Trevino RBIs","Under","0.5","-330","NY Yankees - CLE Guardians"
"64","NY Yankees","CLE Guardians","Andres Gimenez Total Bases","Over","0.5","-120","NY Yankees - CLE Guardians"
"65","NY Yankees","CLE Guardians","Andres Gimenez Total Bases","Under","0.5","-110","NY Yankees - CLE Guardians"
"66","NY Yankees","CLE Guardians","Harrison Bader Home Runs","Over","0.5","+1000","NY Yankees - CLE Guardians"
"67","NY Yankees","CLE Guardians","Harrison Bader Home Runs","Under","0.5","-6000","NY Yankees - CLE Guardians"
"68","NY Yankees","CLE Guardians","Jose Ramirez Stolen Bases","Over","0.5","+390","NY Yankees - CLE Guardians"
"69","NY Yankees","CLE Guardians","Jose Ramirez Stolen Bases","Under","0.5","-650","NY Yankees - CLE Guardians"
"70","NY Yankees","CLE Guardians","Anthony Rizzo Strikeouts","Over","0.5","-180","NY Yankees - CLE Guardians"
"71","NY Yankees","CLE Guardians","Anthony Rizzo Strikeouts","Under","0.5","+135","NY Yankees - CLE Guardians"
"72","NY Yankees","CLE Guardians","Josh Donaldson Total Bases","Over","0.5","-165","NY Yankees - CLE Guardians"
"73","NY Yankees","CLE Guardians","Josh Donaldson Total Bases","Under","0.5","+125","NY Yankees - CLE Guardians"
"74","NY Yankees","CLE Guardians","Oscar Gonzalez Total Bases","Over","0.5","-220","NY Yankees - CLE Guardians"
"75","NY Yankees","CLE Guardians","Oscar Gonzalez Total Bases","Under","0.5","+160","NY Yankees - CLE Guardians"
"76","NY Yankees","CLE Guardians","Run Line 1st 5 Innings","CLE Guardians","+0.5","+105","NY Yankees - CLE Guardians"
"77","NY Yankees","CLE Guardians","Run Line 1st 5 Innings","NY Yankees","-0.5","-135","NY Yankees - CLE Guardians"
"78","NY Yankees","CLE Guardians","Giancarlo Stanton Walks","Over","0.5","+190","NY Yankees - CLE Guardians"
"79","NY Yankees","CLE Guardians","Giancarlo Stanton Walks","Under","0.5","-260","NY Yankees - CLE Guardians"
"80","NY Yankees","CLE Guardians","Anthony Rizzo Walks","Over","0.5","+220","NY Yankees - CLE Guardians"
"81","NY Yankees","CLE Guardians","Anthony Rizzo Walks","Under","0.5","-310","NY Yankees - CLE Guardians"
"82","NY Yankees","CLE Guardians","Top of 1st – Will There Be A Walk?","Yes",NA,"+350","NY Yankees - CLE Guardians"
"83","NY Yankees","CLE Guardians","Top of 1st – Will There Be A Walk?","No",NA,"-525","NY Yankees - CLE Guardians"
"84","NY Yankees","CLE Guardians","Both Teams To Score X Runs","1 Run",NA,"-700","NY Yankees - CLE Guardians"
"85","NY Yankees","CLE Guardians","Both Teams To Score X Runs","2 Runs",NA,"-180","NY Yankees - CLE Guardians"
"86","NY Yankees","CLE Guardians","Both Teams To Score X Runs","3 Runs",NA,"+135","NY Yankees - CLE Guardians"
"87","NY Yankees","CLE Guardians","Both Teams To Score X Runs","4 Runs",NA,"+310","NY Yankees - CLE Guardians"
"88","NY Yankees","CLE Guardians","Both Teams To Score X Runs","5 Runs",NA,"+650","NY Yankees - CLE Guardians"
"89","NY Yankees","CLE Guardians","Both Teams To Score X Runs","6 Runs",NA,"+1400","NY Yankees - CLE Guardians"
"90","NY Yankees","CLE Guardians","Both Teams To Score X Runs","7 Runs",NA,"+2800","NY Yankees - CLE Guardians"
"91","NY Yankees","CLE Guardians","Both Teams To Score X Runs","8 Runs",NA,"+5000","NY Yankees - CLE Guardians"
"92","NY Yankees","CLE Guardians","Both Teams To Score X Runs","9+ Runs",NA,"+6500","NY Yankees - CLE Guardians"
"93","NY Yankees","CLE Guardians","Josh Donaldson Strikeouts","Over","0.5","-270","NY Yankees - CLE Guardians"
"94","NY Yankees","CLE Guardians","Josh Donaldson Strikeouts","Under","0.5","+195","NY Yankees - CLE Guardians"
"95","NY Yankees","CLE Guardians","1st Run","Aaron Judge",NA,"+340","NY Yankees - CLE Guardians"
"96","NY Yankees","CLE Guardians","1st Run","Steven Kwan",NA,"+500","NY Yankees - CLE Guardians"
"97","NY Yankees","CLE Guardians","1st Run","Amed Rosario",NA,"+750","NY Yankees - CLE Guardians"
"98","NY Yankees","CLE Guardians","1st Run","Jose Ramirez",NA,"+950","NY Yankees - CLE Guardians"
"99","NY Yankees","CLE Guardians","1st Run","Anthony Rizzo",NA,"+950","NY Yankees - CLE Guardians"
"100","NY Yankees","CLE Guardians","1st Run","Gleyber Torres",NA,"+1000","NY Yankees - CLE Guardians"
"101","NY Yankees","CLE Guardians","1st Run","Oscar Gonzalez",NA,"+1100","NY Yankees - CLE Guardians"
"102","NY Yankees","CLE Guardians","1st Run","Oswaldo Cabrera",NA,"+1200","NY Yankees - CLE Guardians"
"103","NY Yankees","CLE Guardians","1st Run","Giancarlo Stanton",NA,"+1200","NY Yankees - CLE Guardians"
"104","NY Yankees","CLE Guardians","1st Run","Josh Naylor",NA,"+1200","NY Yankees - CLE Guardians"
"105","NY Yankees","CLE Guardians","1st Run","Josh Donaldson",NA,"+1200","NY Yankees - CLE Guardians"
"106","NY Yankees","CLE Guardians","1st Run","Harrison Bader",NA,"+1500","NY Yankees - CLE Guardians"
"107","NY Yankees","CLE Guardians","1st Run","Isiah Kiner-Falefa",NA,"+1500","NY Yankees - CLE Guardians"
"108","NY Yankees","CLE Guardians","1st Run","Andres Gimenez",NA,"+1600","NY Yankees - CLE Guardians"
"109","NY Yankees","CLE Guardians","1st Run","Myles Straw",NA,"+1600","NY Yankees - CLE Guardians"
"110","NY Yankees","CLE Guardians","1st Run","Jose Trevino",NA,"+1600","NY Yankees - CLE Guardians"
"111","NY Yankees","CLE Guardians","1st Run","Will Brennan",NA,"+1700","NY Yankees - CLE Guardians"
"112","NY Yankees","CLE Guardians","1st Run","Austin Hedges",NA,"+1700","NY Yankees - CLE Guardians"
"113","NY Yankees","CLE Guardians","Isiah Kiner-Falefa Total Bases","Over","0.5","-195","NY Yankees - CLE Guardians"
