"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","STL Cardinals","PIT Pirates","Yadier Molina RBIs","Over","0.5","+230","STL Cardinals - PIT Pirates"
"2","STL Cardinals","PIT Pirates","Yadier Molina RBIs","Under","0.5","-330","STL Cardinals - PIT Pirates"
"3","STL Cardinals","PIT Pirates","Dylan Carlson RBIs","Over","0.5","+260","STL Cardinals - PIT Pirates"
"4","STL Cardinals","PIT Pirates","Dylan Carlson RBIs","Under","0.5","-370","STL Cardinals - PIT Pirates"
"5","STL Cardinals","PIT Pirates","Ben Gamel Doubles","Over","0.5","+400","STL Cardinals - PIT Pirates"
"6","STL Cardinals","PIT Pirates","Ben Gamel Doubles","Under","0.5","-600","STL Cardinals - PIT Pirates"
"7","STL Cardinals","PIT Pirates","Alec Burleson - 5th Plate Appearance - 9th Inning - 2nd Pitch (vs. David Bednar)","Strike/Foul",NA,"-140","STL Cardinals - PIT Pirates"
"8","STL Cardinals","PIT Pirates","Alec Burleson - 5th Plate Appearance - 9th Inning - 2nd Pitch (vs. David Bednar)","Ball/Hit by Pitch",NA,"+165","STL Cardinals - PIT Pirates"
"9","STL Cardinals","PIT Pirates","Alec Burleson - 5th Plate Appearance - 9th Inning - 2nd Pitch (vs. David Bednar)","In-Play",NA,"+475","STL Cardinals - PIT Pirates"
"10","STL Cardinals","PIT Pirates","Rodolfo Castro RBIs","Over","0.5","+225","STL Cardinals - PIT Pirates"
"11","STL Cardinals","PIT Pirates","Rodolfo Castro RBIs","Under","0.5","-320","STL Cardinals - PIT Pirates"
"12","STL Cardinals","PIT Pirates","Alec Burleson Total Bases","Over","0.5","-190","STL Cardinals - PIT Pirates"
"13","STL Cardinals","PIT Pirates","Alec Burleson Total Bases","Under","0.5","+140","STL Cardinals - PIT Pirates"
"14","STL Cardinals","PIT Pirates","Jack Suwinski Singles","Over","0.5","+135","STL Cardinals - PIT Pirates"
"15","STL Cardinals","PIT Pirates","Jack Suwinski Singles","Under","0.5","-185","STL Cardinals - PIT Pirates"
"16","STL Cardinals","PIT Pirates","Tyler Heineman Hits","Over","0.5","-155","STL Cardinals - PIT Pirates"
"17","STL Cardinals","PIT Pirates","Tyler Heineman Hits","Under","0.5","+115","STL Cardinals - PIT Pirates"
"18","STL Cardinals","PIT Pirates","Corey Dickerson Runs","Over","0.5","+170","STL Cardinals - PIT Pirates"
"19","STL Cardinals","PIT Pirates","Corey Dickerson Runs","Under","0.5","-235","STL Cardinals - PIT Pirates"
"20","STL Cardinals","PIT Pirates","Miguel Andujar Doubles","Over","0.5","+425","STL Cardinals - PIT Pirates"
"21","STL Cardinals","PIT Pirates","Miguel Andujar Doubles","Under","0.5","-650","STL Cardinals - PIT Pirates"
"22","STL Cardinals","PIT Pirates","Alec Burleson Stolen Bases","Over","0.5","+1000","STL Cardinals - PIT Pirates"
"23","STL Cardinals","PIT Pirates","Alec Burleson Stolen Bases","Under","0.5","-2000","STL Cardinals - PIT Pirates"
"24","STL Cardinals","PIT Pirates","Ji-Hwan Bae Doubles","Over","0.5","+500","STL Cardinals - PIT Pirates"
"25","STL Cardinals","PIT Pirates","Ji-Hwan Bae Doubles","Under","0.5","-800","STL Cardinals - PIT Pirates"
"26","STL Cardinals","PIT Pirates","Ben Gamel Singles","Over","0.5","+110","STL Cardinals - PIT Pirates"
"27","STL Cardinals","PIT Pirates","Ben Gamel Singles","Under","0.5","-150","STL Cardinals - PIT Pirates"
"28","STL Cardinals","PIT Pirates","Will Roansy Contreras Record a Win?","Yes",NA,"+205","STL Cardinals - PIT Pirates"
"29","STL Cardinals","PIT Pirates","Will Roansy Contreras Record a Win?","No",NA,"-285","STL Cardinals - PIT Pirates"
"30","STL Cardinals","PIT Pirates","Nolan Arenado Doubles","Over","0.5","+370","STL Cardinals - PIT Pirates"
"31","STL Cardinals","PIT Pirates","Nolan Arenado Doubles","Under","0.5","-550","STL Cardinals - PIT Pirates"
"32","STL Cardinals","PIT Pirates","Bryan Reynolds Singles","Over","0.5","-125","STL Cardinals - PIT Pirates"
"33","STL Cardinals","PIT Pirates","Bryan Reynolds Singles","Under","0.5","-110","STL Cardinals - PIT Pirates"
"34","STL Cardinals","PIT Pirates","Tommy Edman Singles","Over","0.5","+130","STL Cardinals - PIT Pirates"
"35","STL Cardinals","PIT Pirates","Tommy Edman Singles","Under","0.5","-180","STL Cardinals - PIT Pirates"
"36","STL Cardinals","PIT Pirates","Miguel Andujar Hits","Over","0.5","-240","STL Cardinals - PIT Pirates"
"37","STL Cardinals","PIT Pirates","Miguel Andujar Hits","Under","0.5","+175","STL Cardinals - PIT Pirates"
"38","STL Cardinals","PIT Pirates","Nolan Arenado Home Runs","Over","0.5","+425","STL Cardinals - PIT Pirates"
"39","STL Cardinals","PIT Pirates","Nolan Arenado Home Runs","Under","0.5","-650","STL Cardinals - PIT Pirates"
"40","STL Cardinals","PIT Pirates","Corey Dickerson Hits","Over","0.5","-190","STL Cardinals - PIT Pirates"
"41","STL Cardinals","PIT Pirates","Corey Dickerson Hits","Under","0.5","+140","STL Cardinals - PIT Pirates"
"42","STL Cardinals","PIT Pirates","Alec Burleson Runs","Over","0.5","+125","STL Cardinals - PIT Pirates"
"43","STL Cardinals","PIT Pirates","Alec Burleson Runs","Under","0.5","-170","STL Cardinals - PIT Pirates"
"44","STL Cardinals","PIT Pirates","Yadier Molina Runs","Over","0.5","+190","STL Cardinals - PIT Pirates"
"45","STL Cardinals","PIT Pirates","Yadier Molina Runs","Under","0.5","-265","STL Cardinals - PIT Pirates"
"46","STL Cardinals","PIT Pirates","Brendan Donovan Hits","Over","0.5","-180","STL Cardinals - PIT Pirates"
"47","STL Cardinals","PIT Pirates","Brendan Donovan Hits","Under","0.5","+130","STL Cardinals - PIT Pirates"
"48","STL Cardinals","PIT Pirates","Tyler Heineman Runs","Over","0.5","+205","STL Cardinals - PIT Pirates"
"49","STL Cardinals","PIT Pirates","Tyler Heineman Runs","Under","0.5","-285","STL Cardinals - PIT Pirates"
"50","STL Cardinals","PIT Pirates","Jack Suwinski Hits","Over","0.5","-160","STL Cardinals - PIT Pirates"
