"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","NY Yankees","CLE Guardians","NY Yankees Run Scored - 5th Inning?","Yes","+140",NA,"NY Yankees - CLE Guardians"
"2","NY Yankees","CLE Guardians","NY Yankees Run Scored - 5th Inning?","No","-190",NA,"NY Yankees - CLE Guardians"
"3","NY Yankees","CLE Guardians","Myles Straw Doubles","Over","+1700","0.5","NY Yankees - CLE Guardians"
"4","NY Yankees","CLE Guardians","Myles Straw Doubles","Under","-4000","0.5","NY Yankees - CLE Guardians"
"5","NY Yankees","CLE Guardians","Gabriel Arias Stolen Bases","Over","+3500","0.5","NY Yankees - CLE Guardians"
"6","NY Yankees","CLE Guardians","Gabriel Arias Stolen Bases","Under","-20000","0.5","NY Yankees - CLE Guardians"
"7","NY Yankees","CLE Guardians","Amed Rosario Singles","Over","+180","0.5","NY Yankees - CLE Guardians"
"8","NY Yankees","CLE Guardians","Amed Rosario Singles","Under","-245","0.5","NY Yankees - CLE Guardians"
"9","NY Yankees","CLE Guardians","Josh Donaldson Hits","Over","+175","1.5","NY Yankees - CLE Guardians"
"10","NY Yankees","CLE Guardians","Josh Donaldson Hits","Under","-240","1.5","NY Yankees - CLE Guardians"
"11","NY Yankees","CLE Guardians","Aaron Judge Strikeouts","Over","+190","2.5","NY Yankees - CLE Guardians"
"12","NY Yankees","CLE Guardians","Aaron Judge Strikeouts","Under","-265","2.5","NY Yankees - CLE Guardians"
"13","NY Yankees","CLE Guardians","Aaron Hicks Home Runs","Over","+850","0.5","NY Yankees - CLE Guardians"
"14","NY Yankees","CLE Guardians","Aaron Hicks Home Runs","Under","-1600","0.5","NY Yankees - CLE Guardians"
"15","NY Yankees","CLE Guardians","Myles Straw Hits","Over","+250","0.5","NY Yankees - CLE Guardians"
"16","NY Yankees","CLE Guardians","Myles Straw Hits","Under","-360","0.5","NY Yankees - CLE Guardians"
"17","NY Yankees","CLE Guardians","Jose Ramirez Singles","Over","+250","0.5","NY Yankees - CLE Guardians"
"18","NY Yankees","CLE Guardians","Jose Ramirez Singles","Under","-360","0.5","NY Yankees - CLE Guardians"
"19","NY Yankees","CLE Guardians","Josh Naylor Total Bases","Over","+165","0.5","NY Yankees - CLE Guardians"
"20","NY Yankees","CLE Guardians","Josh Naylor Total Bases","Under","-225","0.5","NY Yankees - CLE Guardians"
"21","NY Yankees","CLE Guardians","Gabriel Arias Total Bases","Over","+230","0.5","NY Yankees - CLE Guardians"
"22","NY Yankees","CLE Guardians","Gabriel Arias Total Bases","Under","-320","0.5","NY Yankees - CLE Guardians"
"23","NY Yankees","CLE Guardians","Andres Gimenez Strikeouts","Over","+130","1.5","NY Yankees - CLE Guardians"
