"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","CLE Guardians","SEA Mariners","Taylor Trammell Hits","Over","0.5","+130","CLE Guardians - SEA Mariners"
"2","CLE Guardians","SEA Mariners","Taylor Trammell Hits","Under","0.5","-180","CLE Guardians - SEA Mariners"
"3","CLE Guardians","SEA Mariners","Jose Ramirez Home Runs","Over","0.5","+600","CLE Guardians - SEA Mariners"
"4","CLE Guardians","SEA Mariners","Jose Ramirez Home Runs","Under","0.5","-1000","CLE Guardians - SEA Mariners"
"5","CLE Guardians","SEA Mariners","J.P. Crawford - 2nd Plate Appearance - 4th Inning - Pitch Count (vs. Cal Quantrill)","Over","3.5","-130","CLE Guardians - SEA Mariners"
"6","CLE Guardians","SEA Mariners","J.P. Crawford - 2nd Plate Appearance - 4th Inning - Pitch Count (vs. Cal Quantrill)","Under","3.5","-105","CLE Guardians - SEA Mariners"
"7","CLE Guardians","SEA Mariners","Tyler Freeman Hits","Over","1.5","-105","CLE Guardians - SEA Mariners"
"8","CLE Guardians","SEA Mariners","Tyler Freeman Hits","Under","1.5","-130","CLE Guardians - SEA Mariners"
"9","CLE Guardians","SEA Mariners","Julio Rodriguez  Hits","Over","2.5","-125","CLE Guardians - SEA Mariners"
"10","CLE Guardians","SEA Mariners","Julio Rodriguez  Hits","Under","2.5","-110","CLE Guardians - SEA Mariners"
"11","CLE Guardians","SEA Mariners","Curt Casali Hits","Over","0.5","+135","CLE Guardians - SEA Mariners"
"12","CLE Guardians","SEA Mariners","Curt Casali Hits","Under","0.5","-185","CLE Guardians - SEA Mariners"
"13","CLE Guardians","SEA Mariners","Julio Rodriguez  Singles","Over","1.5","+155","CLE Guardians - SEA Mariners"
"14","CLE Guardians","SEA Mariners","Julio Rodriguez  Singles","Under","1.5","-210","CLE Guardians - SEA Mariners"
"15","CLE Guardians","SEA Mariners","Ty France Doubles","Over","1.5","+600","CLE Guardians - SEA Mariners"
"16","CLE Guardians","SEA Mariners","Ty France Doubles","Under","1.5","-1000","CLE Guardians - SEA Mariners"
"17","CLE Guardians","SEA Mariners","Amed Rosario Hits","Over","0.5","-110","CLE Guardians - SEA Mariners"
"18","CLE Guardians","SEA Mariners","Amed Rosario Hits","Under","0.5","-120","CLE Guardians - SEA Mariners"
"19","CLE Guardians","SEA Mariners","Adam Frazier Doubles","Over","0.5","+500","CLE Guardians - SEA Mariners"
"20","CLE Guardians","SEA Mariners","Adam Frazier Doubles","Under","0.5","-800","CLE Guardians - SEA Mariners"
"21","CLE Guardians","SEA Mariners","Adam Frazier Runs","Over","0.5","+185","CLE Guardians - SEA Mariners"
"22","CLE Guardians","SEA Mariners","Adam Frazier Runs","Under","0.5","-260","CLE Guardians - SEA Mariners"
"23","CLE Guardians","SEA Mariners","Steven Kwan Doubles","Over","0.5","+650","CLE Guardians - SEA Mariners"
"24","CLE Guardians","SEA Mariners","Steven Kwan Doubles","Under","0.5","-1100","CLE Guardians - SEA Mariners"
"25","CLE Guardians","SEA Mariners","Adam Frazier Total Bases","Over","0.5","-135","CLE Guardians - SEA Mariners"
"26","CLE Guardians","SEA Mariners","Adam Frazier Total Bases","Under","0.5","+100","CLE Guardians - SEA Mariners"
"27","CLE Guardians","SEA Mariners","Steven Kwan Runs","Over","0.5","+255","CLE Guardians - SEA Mariners"
"28","CLE Guardians","SEA Mariners","Steven Kwan Runs","Under","0.5","-360","CLE Guardians - SEA Mariners"
"29","CLE Guardians","SEA Mariners","Julio Rodriguez  RBIs","Over","1.5","+255","CLE Guardians - SEA Mariners"
"30","CLE Guardians","SEA Mariners","Julio Rodriguez  RBIs","Under","1.5","-360","CLE Guardians - SEA Mariners"
"31","CLE Guardians","SEA Mariners","J.P. Crawford Singles","Over","0.5","+110","CLE Guardians - SEA Mariners"
"32","CLE Guardians","SEA Mariners","J.P. Crawford Singles","Under","0.5","-150","CLE Guardians - SEA Mariners"
"33","CLE Guardians","SEA Mariners","Andres Gimenez Stolen Bases","Over","0.5","+750","CLE Guardians - SEA Mariners"
"34","CLE Guardians","SEA Mariners","Andres Gimenez Stolen Bases","Under","0.5","-1400","CLE Guardians - SEA Mariners"
"35","CLE Guardians","SEA Mariners","Austin Hedges Home Runs","Over","0.5","+1700","CLE Guardians - SEA Mariners"
"36","CLE Guardians","SEA Mariners","Austin Hedges Home Runs","Under","0.5","-4000","CLE Guardians - SEA Mariners"
"37","CLE Guardians","SEA Mariners","Josh Naylor Runs","Over","0.5","+180","CLE Guardians - SEA Mariners"
"38","CLE Guardians","SEA Mariners","Josh Naylor Runs","Under","0.5","-255","CLE Guardians - SEA Mariners"
"39","CLE Guardians","SEA Mariners","Oscar Gonzalez Runs","Over","0.5","+215","CLE Guardians - SEA Mariners"
"40","CLE Guardians","SEA Mariners","Oscar Gonzalez Runs","Under","0.5","-300","CLE Guardians - SEA Mariners"
"41","CLE Guardians","SEA Mariners","Eugenio Suarez Doubles","Over","0.5","+700","CLE Guardians - SEA Mariners"
"42","CLE Guardians","SEA Mariners","Eugenio Suarez Doubles","Under","0.5","-1200","CLE Guardians - SEA Mariners"
"43","CLE Guardians","SEA Mariners","Myles Straw Singles","Over","0.5","+145","CLE Guardians - SEA Mariners"
"44","CLE Guardians","SEA Mariners","Myles Straw Singles","Under","0.5","-200","CLE Guardians - SEA Mariners"
"45","CLE Guardians","SEA Mariners","Andres Gimenez Hits","Over","0.5","-115","CLE Guardians - SEA Mariners"
"46","CLE Guardians","SEA Mariners","Andres Gimenez Hits","Under","0.5","-120","CLE Guardians - SEA Mariners"
"47","CLE Guardians","SEA Mariners","Eugenio Suarez Singles","Over","1.5","+260","CLE Guardians - SEA Mariners"
"48","CLE Guardians","SEA Mariners","Eugenio Suarez Singles","Under","1.5","-380","CLE Guardians - SEA Mariners"
"49","CLE Guardians","SEA Mariners","Myles Straw Total Bases","Over","0.5","-105","CLE Guardians - SEA Mariners"
"50","CLE Guardians","SEA Mariners","Myles Straw Total Bases","Under","0.5","-130","CLE Guardians - SEA Mariners"
"51","CLE Guardians","SEA Mariners","Oscar Gonzalez Hits","Over","0.5","-160","CLE Guardians - SEA Mariners"
"52","CLE Guardians","SEA Mariners","Oscar Gonzalez Hits","Under","0.5","+120","CLE Guardians - SEA Mariners"
"53","CLE Guardians","SEA Mariners","Tyler Freeman RBIs","Over","0.5","+360","CLE Guardians - SEA Mariners"
"54","CLE Guardians","SEA Mariners","Tyler Freeman RBIs","Under","0.5","-525","CLE Guardians - SEA Mariners"
"55","CLE Guardians","SEA Mariners","Curt Casali 2nd Plate Appearance - 4th Inning - Pitch Count (vs. Cal Quantrill)","4",NA,"+350","CLE Guardians - SEA Mariners"
"56","CLE Guardians","SEA Mariners","Curt Casali 2nd Plate Appearance - 4th Inning - Pitch Count (vs. Cal Quantrill)","5",NA,"+390","CLE Guardians - SEA Mariners"
"57","CLE Guardians","SEA Mariners","Curt Casali 2nd Plate Appearance - 4th Inning - Pitch Count (vs. Cal Quantrill)","3",NA,"+450","CLE Guardians - SEA Mariners"
"58","CLE Guardians","SEA Mariners","Curt Casali 2nd Plate Appearance - 4th Inning - Pitch Count (vs. Cal Quantrill)","1",NA,"+500","CLE Guardians - SEA Mariners"
