"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","TEX Rangers","OAK Athletics","Seth Brown RBIs","Over","0.5","+160","TEX Rangers - OAK Athletics"
"2","TEX Rangers","OAK Athletics","Seth Brown RBIs","Under","0.5","-215","TEX Rangers - OAK Athletics"
"3","TEX Rangers","OAK Athletics","Cal Stevenson Singles","Over","0.5","-105","TEX Rangers - OAK Athletics"
"4","TEX Rangers","OAK Athletics","Cal Stevenson Singles","Under","0.5","-125","TEX Rangers - OAK Athletics"
"5","TEX Rangers","OAK Athletics","Seth Brown Home Runs","Over","0.5","+390","TEX Rangers - OAK Athletics"
"6","TEX Rangers","OAK Athletics","Seth Brown Home Runs","Under","0.5","-650","TEX Rangers - OAK Athletics"
"7","TEX Rangers","OAK Athletics","Tony Kemp Stolen Bases","Over","0.5","+1100","TEX Rangers - OAK Athletics"
"8","TEX Rangers","OAK Athletics","Tony Kemp Stolen Bases","Under","0.5","-10000","TEX Rangers - OAK Athletics"
"9","TEX Rangers","OAK Athletics","Nick Allen RBIs","Over","0.5","+310","TEX Rangers - OAK Athletics"
"10","TEX Rangers","OAK Athletics","Nick Allen RBIs","Under","0.5","-475","TEX Rangers - OAK Athletics"
"11","TEX Rangers","OAK Athletics","Adolis Garcia Singles","Over","0.5","+120","TEX Rangers - OAK Athletics"
"12","TEX Rangers","OAK Athletics","Adolis Garcia Singles","Under","0.5","-155","TEX Rangers - OAK Athletics"
"13","TEX Rangers","OAK Athletics","Brad Miller Home Runs","Over","0.5","+450","TEX Rangers - OAK Athletics"
"14","TEX Rangers","OAK Athletics","Brad Miller Home Runs","Under","0.5","-800","TEX Rangers - OAK Athletics"
"15","TEX Rangers","OAK Athletics","James Kaprielian Walks","Over","1.5","-125","TEX Rangers - OAK Athletics"
"16","TEX Rangers","OAK Athletics","James Kaprielian Walks","Under","1.5","-105","TEX Rangers - OAK Athletics"
"17","TEX Rangers","OAK Athletics","Marcus Semien Home Runs","Over","0.5","+320","TEX Rangers - OAK Athletics"
"18","TEX Rangers","OAK Athletics","Marcus Semien Home Runs","Under","0.5","-500","TEX Rangers - OAK Athletics"
"19","TEX Rangers","OAK Athletics","Brad Miller Stolen Bases","Over","0.5","+1100","TEX Rangers - OAK Athletics"
"20","TEX Rangers","OAK Athletics","Brad Miller Stolen Bases","Under","0.5","-6000","TEX Rangers - OAK Athletics"
"21","TEX Rangers","OAK Athletics","Cal Stevenson Doubles","Over","0.5","+425","TEX Rangers - OAK Athletics"
"22","TEX Rangers","OAK Athletics","Cal Stevenson Doubles","Under","0.5","-700","TEX Rangers - OAK Athletics"
"23","TEX Rangers","OAK Athletics","Josh Smith Home Runs","Over","0.5","+800","TEX Rangers - OAK Athletics"
"24","TEX Rangers","OAK Athletics","Josh Smith Home Runs","Under","0.5","-2500","TEX Rangers - OAK Athletics"
"25","TEX Rangers","OAK Athletics","Nick Allen Home Runs","Over","0.5","+1100","TEX Rangers - OAK Athletics"
"26","TEX Rangers","OAK Athletics","Nick Allen Home Runs","Under","0.5","-6000","TEX Rangers - OAK Athletics"
"27","TEX Rangers","OAK Athletics","Chad Pinder Runs","Over","0.5","+140","TEX Rangers - OAK Athletics"
"28","TEX Rangers","OAK Athletics","Chad Pinder Runs","Under","0.5","-190","TEX Rangers - OAK Athletics"
"29","TEX Rangers","OAK Athletics","OAK Athletics to Score - 1st Inning","Yes",NA,"+260","TEX Rangers - OAK Athletics"
"30","TEX Rangers","OAK Athletics","OAK Athletics to Score - 1st Inning","No",NA,"-380","TEX Rangers - OAK Athletics"
"31","TEX Rangers","OAK Athletics","Marcus Semien Doubles","Over","0.5","+370","TEX Rangers - OAK Athletics"
"32","TEX Rangers","OAK Athletics","Marcus Semien Doubles","Under","0.5","-600","TEX Rangers - OAK Athletics"
"33","TEX Rangers","OAK Athletics","Glenn Otto Earned Runs Allowed","Over","2.5","+100","TEX Rangers - OAK Athletics"
"34","TEX Rangers","OAK Athletics","Glenn Otto Earned Runs Allowed","Under","2.5","-135","TEX Rangers - OAK Athletics"
"35","TEX Rangers","OAK Athletics","Jonah Heim Hits","Over","0.5","-190","TEX Rangers - OAK Athletics"
"36","TEX Rangers","OAK Athletics","Jonah Heim Hits","Under","0.5","+140","TEX Rangers - OAK Athletics"
"37","TEX Rangers","OAK Athletics","Adolis Garcia Total Bases","Over","1.5","+110","TEX Rangers - OAK Athletics"
"38","TEX Rangers","OAK Athletics","Adolis Garcia Total Bases","Under","1.5","-145","TEX Rangers - OAK Athletics"
"39","TEX Rangers","OAK Athletics","Jonah Bride Singles","Over","0.5","+120","TEX Rangers - OAK Athletics"
"40","TEX Rangers","OAK Athletics","Jonah Bride Singles","Under","0.5","-155","TEX Rangers - OAK Athletics"
"41","TEX Rangers","OAK Athletics","Bubba Thompson Doubles","Over","0.5","+475","TEX Rangers - OAK Athletics"
"42","TEX Rangers","OAK Athletics","Bubba Thompson Doubles","Under","0.5","-800","TEX Rangers - OAK Athletics"
"43","TEX Rangers","OAK Athletics","Tony Kemp Doubles","Over","0.5","+425","TEX Rangers - OAK Athletics"
"44","TEX Rangers","OAK Athletics","Tony Kemp Doubles","Under","0.5","-700","TEX Rangers - OAK Athletics"
"45","TEX Rangers","OAK Athletics","Sean Murphy Singles","Over","0.5","+105","TEX Rangers - OAK Athletics"
"46","TEX Rangers","OAK Athletics","Sean Murphy Singles","Under","0.5","-135","TEX Rangers - OAK Athletics"
"47","TEX Rangers","OAK Athletics","Tony Kemp Total Bases","Over","1.5","+160","TEX Rangers - OAK Athletics"
"48","TEX Rangers","OAK Athletics","Tony Kemp Total Bases","Under","1.5","-215","TEX Rangers - OAK Athletics"
"49","TEX Rangers","OAK Athletics","Will James Kaprielian Record a Win?","Yes",NA,"+260","TEX Rangers - OAK Athletics"
"50","TEX Rangers","OAK Athletics","Will James Kaprielian Record a Win?","No",NA,"-380","TEX Rangers - OAK Athletics"
"51","TEX Rangers","OAK Athletics","Jonah Bride Runs","Over","0.5","+175","TEX Rangers - OAK Athletics"
"52","TEX Rangers","OAK Athletics","Jonah Bride Runs","Under","0.5","-245","TEX Rangers - OAK Athletics"
"53","TEX Rangers","OAK Athletics","TEX Rangers: Team Total Runs","Over","4.5","+100","TEX Rangers - OAK Athletics"
"54","TEX Rangers","OAK Athletics","TEX Rangers: Team Total Runs","Under","4.5","-130","TEX Rangers - OAK Athletics"
"55","TEX Rangers","OAK Athletics","Nick Allen Hits","Over","0.5","-140","TEX Rangers - OAK Athletics"
