"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","LA Angels","MIN Twins","1st Homerun Scored","3rd Inning or Later","-130",NA,"LA Angels - MIN Twins"
"2","LA Angels","MIN Twins","1st Homerun Scored","1st or 2nd Inning","+150",NA,"LA Angels - MIN Twins"
"3","LA Angels","MIN Twins","1st Homerun Scored","No Home Run Scored","+700",NA,"LA Angels - MIN Twins"
"4","LA Angels","MIN Twins","Max Kepler Runs","Over","+160","0.5","LA Angels - MIN Twins"
"5","LA Angels","MIN Twins","Max Kepler Runs","Under","-220","0.5","LA Angels - MIN Twins"
"6","LA Angels","MIN Twins","LA Angels to Score - 1st Inning","Yes","+270",NA,"LA Angels - MIN Twins"
"7","LA Angels","MIN Twins","LA Angels to Score - 1st Inning","No","-400",NA,"LA Angels - MIN Twins"
"8","LA Angels","MIN Twins","MIN Twins to Score - 1st Inning","Yes","+235",NA,"LA Angels - MIN Twins"
"9","LA Angels","MIN Twins","MIN Twins to Score - 1st Inning","No","-340",NA,"LA Angels - MIN Twins"
"10","LA Angels","MIN Twins","Race to 3 Runs","MIN Twins","-135",NA,"LA Angels - MIN Twins"
"11","LA Angels","MIN Twins","Race to 3 Runs","Neither","+850",NA,"LA Angels - MIN Twins"
"12","LA Angels","MIN Twins","Race to 3 Runs","LA Angels","+140",NA,"LA Angels - MIN Twins"
"13","LA Angels","MIN Twins","Taylor Ward Hits","Over","-200","0.5","LA Angels - MIN Twins"
"14","LA Angels","MIN Twins","Taylor Ward Hits","Under","+145","0.5","LA Angels - MIN Twins"
"15","LA Angels","MIN Twins","Gary Sanchez Doubles","Over","+550","0.5","LA Angels - MIN Twins"
"16","LA Angels","MIN Twins","Gary Sanchez Doubles","Under","-1100","0.5","LA Angels - MIN Twins"
"17","LA Angels","MIN Twins","Winning Margin","To Win By 1 Run","+600",NA,"LA Angels - MIN Twins"
"18","LA Angels","MIN Twins","Winning Margin","To Win By 2 Runs","+700",NA,"LA Angels - MIN Twins"
"19","LA Angels","MIN Twins","Winning Margin","To Win By 3 Runs","+900",NA,"LA Angels - MIN Twins"
"20","LA Angels","MIN Twins","Winning Margin","To Win By 4 Runs Or More","+300",NA,"LA Angels - MIN Twins"
"21","LA Angels","MIN Twins","Winning Margin","To Win By 1 Run","+425",NA,"LA Angels - MIN Twins"
"22","LA Angels","MIN Twins","Winning Margin","To Win By 2 Runs","+850",NA,"LA Angels - MIN Twins"
"23","LA Angels","MIN Twins","Winning Margin","To Win By 3 Runs","+1300",NA,"LA Angels - MIN Twins"
"24","LA Angels","MIN Twins","Winning Margin","To Win By 4 Runs Or More","+650",NA,"LA Angels - MIN Twins"
"25","LA Angels","MIN Twins","Luis Rengifo Home Runs","Over","+700","0.5","LA Angels - MIN Twins"
"26","LA Angels","MIN Twins","Luis Rengifo Home Runs","Under","-1800","0.5","LA Angels - MIN Twins"
"27","LA Angels","MIN Twins","Gary Sanchez Runs","Over","+150","0.5","LA Angels - MIN Twins"
"28","LA Angels","MIN Twins","Gary Sanchez Runs","Under","-205","0.5","LA Angels - MIN Twins"
