"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","CHI Cubs","MIA Marlins","Adrian Sampson Strikeouts Thrown","Over","4.5","+120","CHI Cubs - MIA Marlins"
"2","CHI Cubs","MIA Marlins","Adrian Sampson Strikeouts Thrown","Under","4.5","-160","CHI Cubs - MIA Marlins"
"3","CHI Cubs","MIA Marlins","Willson Contreras - 4th Plate Appearance - 9th Inning - On Base (vs. Anthony Bender)","Yes",NA,"+155","CHI Cubs - MIA Marlins"
"4","CHI Cubs","MIA Marlins","Willson Contreras - 4th Plate Appearance - 9th Inning - On Base (vs. Anthony Bender)","No",NA,"-210","CHI Cubs - MIA Marlins"
"5","CHI Cubs","MIA Marlins","Nick Madrigal Doubles","Over","0.5","+2200","CHI Cubs - MIA Marlins"
"6","CHI Cubs","MIA Marlins","Nick Madrigal Doubles","Under","0.5","-6000","CHI Cubs - MIA Marlins"
"7","CHI Cubs","MIA Marlins","Seiya Suzuki  RBIs","Over","0.5","+900","CHI Cubs - MIA Marlins"
"8","CHI Cubs","MIA Marlins","Seiya Suzuki  RBIs","Under","0.5","-1800","CHI Cubs - MIA Marlins"
"9","CHI Cubs","MIA Marlins","Frank Schwindel Total Bases","Over","0.5","+230","CHI Cubs - MIA Marlins"
"10","CHI Cubs","MIA Marlins","Frank Schwindel Total Bases","Under","0.5","-320","CHI Cubs - MIA Marlins"
"11","CHI Cubs","MIA Marlins","Nick Madrigal Hits","Over","0.5","+255","CHI Cubs - MIA Marlins"
"12","CHI Cubs","MIA Marlins","Nick Madrigal Hits","Under","0.5","-370","CHI Cubs - MIA Marlins"
"13","CHI Cubs","MIA Marlins","Nico Hoerner Doubles","Over","0.5","+3500","CHI Cubs - MIA Marlins"
"14","CHI Cubs","MIA Marlins","Nico Hoerner Doubles","Under","0.5","-20000","CHI Cubs - MIA Marlins"
"15","CHI Cubs","MIA Marlins","Frank Schwindel RBIs","Over","0.5","+800","CHI Cubs - MIA Marlins"
"16","CHI Cubs","MIA Marlins","Frank Schwindel RBIs","Under","0.5","-1400","CHI Cubs - MIA Marlins"
"17","CHI Cubs","MIA Marlins","Frank Schwindel Home Runs","Over","0.5","+1300","CHI Cubs - MIA Marlins"
"18","CHI Cubs","MIA Marlins","Frank Schwindel Home Runs","Under","0.5","-3000","CHI Cubs - MIA Marlins"
"19","CHI Cubs","MIA Marlins","Willson Contreras - 4th Plate Appearance - 9th Inning - Grouped Result (vs. Anthony Bender)","Out",NA,"-235","CHI Cubs - MIA Marlins"
"20","CHI Cubs","MIA Marlins","Willson Contreras - 4th Plate Appearance - 9th Inning - Grouped Result (vs. Anthony Bender)","Hit",NA,"+275","CHI Cubs - MIA Marlins"
"21","CHI Cubs","MIA Marlins","Willson Contreras - 4th Plate Appearance - 9th Inning - Grouped Result (vs. Anthony Bender)","Walk/Hit by Pitch",NA,"+500","CHI Cubs - MIA Marlins"
"22","CHI Cubs","MIA Marlins","Patrick Wisdom RBIs","Over","0.5","+700","CHI Cubs - MIA Marlins"
"23","CHI Cubs","MIA Marlins","Patrick Wisdom RBIs","Under","0.5","-1200","CHI Cubs - MIA Marlins"
"24","CHI Cubs","MIA Marlins","Willson Contreras RBIs","Over","0.5","+1000","CHI Cubs - MIA Marlins"
"25","CHI Cubs","MIA Marlins","Willson Contreras RBIs","Under","0.5","-2000","CHI Cubs - MIA Marlins"
"26","CHI Cubs","MIA Marlins","Willson Contreras Total Bases","Over","0.5","+330","CHI Cubs - MIA Marlins"
"27","CHI Cubs","MIA Marlins","Willson Contreras Total Bases","Under","0.5","-475","CHI Cubs - MIA Marlins"
"28","CHI Cubs","MIA Marlins","Seiya Suzuki  Total Bases","Over","0.5","+320","CHI Cubs - MIA Marlins"
"29","CHI Cubs","MIA Marlins","Seiya Suzuki  Total Bases","Under","0.5","-475","CHI Cubs - MIA Marlins"
"30","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","No/No/No",NA,"+180","CHI Cubs - MIA Marlins"
"31","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","No/Yes/No",NA,"+350","CHI Cubs - MIA Marlins"
"32","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","No/No/Yes",NA,"+380","CHI Cubs - MIA Marlins"
"33","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","Yes/No/No",NA,"+390","CHI Cubs - MIA Marlins"
"34","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","Yes/Yes/No",NA,"+550","CHI Cubs - MIA Marlins"
"35","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","No/Yes/Yes",NA,"+550","CHI Cubs - MIA Marlins"
"36","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","Yes/No/Yes",NA,"+600","CHI Cubs - MIA Marlins"
"37","CHI Cubs","MIA Marlins","9th Inning - First 3 CHI Cubs Batters Reach Base","Yes/Yes/Yes",NA,"+800","CHI Cubs - MIA Marlins"
"38","CHI Cubs","MIA Marlins","Ian Happ RBIs","Over","0.5","+1700","CHI Cubs - MIA Marlins"
"39","CHI Cubs","MIA Marlins","Ian Happ RBIs","Under","0.5","-5000","CHI Cubs - MIA Marlins"
"40","CHI Cubs","MIA Marlins","Frank Schwindel Singles","Over","0.5","+370","CHI Cubs - MIA Marlins"
