"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","ARI Diamondbacks","PHI Phillies","Geraldo Perdomo Runs","Over","0.5","+155","ARI Diamondbacks - PHI Phillies"
"2","ARI Diamondbacks","PHI Phillies","Geraldo Perdomo Runs","Under","0.5","-215","ARI Diamondbacks - PHI Phillies"
"3","ARI Diamondbacks","PHI Phillies","Ranger Suarez Hits Allowed","Over","5.5","-135","ARI Diamondbacks - PHI Phillies"
"4","ARI Diamondbacks","PHI Phillies","Ranger Suarez Hits Allowed","Under","5.5","+100","ARI Diamondbacks - PHI Phillies"
"5","ARI Diamondbacks","PHI Phillies","Ketel Marte Home Runs","Over","0.5","+450","ARI Diamondbacks - PHI Phillies"
"6","ARI Diamondbacks","PHI Phillies","Ketel Marte Home Runs","Under","0.5","-800","ARI Diamondbacks - PHI Phillies"
"7","ARI Diamondbacks","PHI Phillies","J.T. Realmuto Hits","Over","1.5","+180","ARI Diamondbacks - PHI Phillies"
"8","ARI Diamondbacks","PHI Phillies","J.T. Realmuto Hits","Under","1.5","-245","ARI Diamondbacks - PHI Phillies"
"9","ARI Diamondbacks","PHI Phillies","Cooper Hummel Total Bases","Over","0.5","-155","ARI Diamondbacks - PHI Phillies"
"10","ARI Diamondbacks","PHI Phillies","Cooper Hummel Total Bases","Under","0.5","+115","ARI Diamondbacks - PHI Phillies"
"11","ARI Diamondbacks","PHI Phillies","ARI Diamondbacks to Score - 1st Inning","Yes",NA,"+235","ARI Diamondbacks - PHI Phillies"
"12","ARI Diamondbacks","PHI Phillies","ARI Diamondbacks to Score - 1st Inning","No",NA,"-340","ARI Diamondbacks - PHI Phillies"
"13","ARI Diamondbacks","PHI Phillies","ARI Diamondbacks: Team Total Runs","Over","3.5","-110","ARI Diamondbacks - PHI Phillies"
"14","ARI Diamondbacks","PHI Phillies","ARI Diamondbacks: Team Total Runs","Under","3.5","-120","ARI Diamondbacks - PHI Phillies"
"15","ARI Diamondbacks","PHI Phillies","J.T. Realmuto Total Bases","Over","1.5","-120","ARI Diamondbacks - PHI Phillies"
"16","ARI Diamondbacks","PHI Phillies","J.T. Realmuto Total Bases","Under","1.5","-110","ARI Diamondbacks - PHI Phillies"
"17","ARI Diamondbacks","PHI Phillies","Ketel Marte Doubles","Over","0.5","+255","ARI Diamondbacks - PHI Phillies"
